nid,title,ramo
3268,A A Da Silva Comercial - ME,Telecomunicações
3294,Mega Imagem Projeção e Serviços de Manutenção de Áudio e Vídeo Ltda,Audiovisual
3288,aristides padilha neto,Carimbos
3288,aristides padilha neto,Ferragens e ferramentas
3288,aristides padilha neto,Informática (acessórios e equipamentos)
3288,aristides padilha neto,Informática (suprimentos)
3288,aristides padilha neto,Madeiras
3288,aristides padilha neto,Materiais e equipamentos para movimentação de carga
3288,aristides padilha neto,Material de escritório e desenho (papelaria)
3288,aristides padilha neto,Material elétrico
3288,aristides padilha neto,Material hidráulico
3288,aristides padilha neto,Material para construção
3288,aristides padilha neto,"Material para eventos (sacola, caneta, chaveiro e outros)"
3288,aristides padilha neto,Material para pintura
3288,aristides padilha neto,Mobiliário
3288,aristides padilha neto,Papéis e cartões
3288,aristides padilha neto,Segurança e proteção - EPI
3285,Diginotas.com Documentos Eletronicos,Digitalização de textos
3289,Oxedio Multimídia Comércio de Eletroeletrônicos LTDA EPP,Informática (acessórios e equipamentos)
3289,Oxedio Multimídia Comércio de Eletroeletrônicos LTDA EPP,Serviço de áudio e vídeo
3296,NOVO ESPAÇO COM. DE TAPETES LTDA ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3296,NOVO ESPAÇO COM. DE TAPETES LTDA ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3296,NOVO ESPAÇO COM. DE TAPETES LTDA ME,Produtos químicos
3296,NOVO ESPAÇO COM. DE TAPETES LTDA ME,Segurança e proteção - EPI
3296,NOVO ESPAÇO COM. DE TAPETES LTDA ME,Tapeçaria e decoração
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Eletrodomésticos
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Informática (acessórios e equipamentos)
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Informática (softwares)
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Informática (suprimentos)
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Material de escritório e desenho (papelaria)
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Papéis e cartões
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Serviço de áudio e vídeo
3300,GTF INFORMATICA COMERCIO E ASSISTENCIA TECNICA  EIRELE ME,Tradução de textos
3303,Robotec Sistemas de Segurança Eletrônica Ltda.,Segurança e proteção
3304,Walboni Manutenção e Comércio Ltda - Me,Obras e serviços na construção civil
3304,Walboni Manutenção e Comércio Ltda - Me,Refrigeração
3304,Walboni Manutenção e Comércio Ltda - Me,Serviço de marcenaria
3304,Walboni Manutenção e Comércio Ltda - Me,Serviço de serralheria
3304,Walboni Manutenção e Comércio Ltda - Me,Vidraçaria
3305,ELITE ELETRICIDADE TÉCNICA LTDA,Material elétrico
3308,HMV copiadora Ltda,Carimbos
3308,HMV copiadora Ltda,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3308,HMV copiadora Ltda,Digitalização de textos
3308,HMV copiadora Ltda,Encadernação de livros/revistas
3308,HMV copiadora Ltda,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3308,HMV copiadora Ltda,Impressão gráfica
3308,HMV copiadora Ltda,Serviço gráfico (afiação de faca gráfica)
3309,Marcos Izonel Batista Junior,Cursos e treinamentos
3309,Marcos Izonel Batista Junior,Digitalização de textos
3309,Marcos Izonel Batista Junior,Encadernação de livros/revistas
3309,Marcos Izonel Batista Junior,Jornais e revistas
3309,Marcos Izonel Batista Junior,Livros
3309,Marcos Izonel Batista Junior,Organização de eventos e buffet
3310,Simpel industria Grafica Ltda,Impressão gráfica
3312,Rafael Kaue Peter Nascimento-me,Ferragens e ferramentas
3312,Rafael Kaue Peter Nascimento-me,Informática (acessórios e equipamentos)
3312,Rafael Kaue Peter Nascimento-me,Informática (suprimentos)
3312,Rafael Kaue Peter Nascimento-me,Limpeza e higiene
3312,Rafael Kaue Peter Nascimento-me,Material de escritório e desenho (papelaria)
3312,Rafael Kaue Peter Nascimento-me,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3312,Rafael Kaue Peter Nascimento-me,Material elétrico
3312,Rafael Kaue Peter Nascimento-me,"Material para eventos (sacola, caneta, chaveiro e outros)"
3312,Rafael Kaue Peter Nascimento-me,Material para pintura
3312,Rafael Kaue Peter Nascimento-me,Papéis e cartões
3312,Rafael Kaue Peter Nascimento-me,Segurança e proteção - EPI
3312,Rafael Kaue Peter Nascimento-me,Serviço de áudio e vídeo
3312,Rafael Kaue Peter Nascimento-me,Uniformes
3314,VRB TINTAS LTDA,Material para construção
3314,VRB TINTAS LTDA,Material para pintura
3318,PAULISTA FOTOACABAMENTO EIRELI - ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3321,Leonardo Macedo Puci - ME,Carimbos
3321,Leonardo Macedo Puci - ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3321,Leonardo Macedo Puci - ME,Digitalização de textos
3321,Leonardo Macedo Puci - ME,Encadernação de livros/revistas
3321,Leonardo Macedo Puci - ME,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3321,Leonardo Macedo Puci - ME,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3321,Leonardo Macedo Puci - ME,Impressão gráfica
3323,CLÁUDIA PÓVOA MIRANDA BRISOLLA - EPP,Informática (acessórios e equipamentos)
3323,CLÁUDIA PÓVOA MIRANDA BRISOLLA - EPP,Informática (suprimentos)
3323,CLÁUDIA PÓVOA MIRANDA BRISOLLA - EPP,Material elétrico
3323,CLÁUDIA PÓVOA MIRANDA BRISOLLA - EPP,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3323,CLÁUDIA PÓVOA MIRANDA BRISOLLA - EPP,Obras e serviços na construção civil
3323,CLÁUDIA PÓVOA MIRANDA BRISOLLA - EPP,Serviço de áudio e vídeo
3323,CLÁUDIA PÓVOA MIRANDA BRISOLLA - EPP,Telecomunicações
3325,People Traduções e Soluções Ltda,Serviço de diagramação
3325,People Traduções e Soluções Ltda,Serviço de revisão de textos acadêmicos
3325,People Traduções e Soluções Ltda,Tradução de textos
3325,People Traduções e Soluções Ltda,Tradução simultânea
3326,ALPHA EQUIPAMENTOS ELETRICOS LTDA,Material elétrico
3333,AP Produções e Imagens Ltda ME,Audiovisual
3333,AP Produções e Imagens Ltda ME,Serviço de áudio e vídeo
3334,GC PRODUÇÕES E COMERCIALIZAÇÃO LTDA,Eletrodomésticos
3334,GC PRODUÇÕES E COMERCIALIZAÇÃO LTDA,Informática (acessórios e equipamentos)
3335,OXEDIO MULTIMÍDIA COMÉRCIO DE ELETROELETRÔNICOS LTDA EPP,Audiovisual
3335,OXEDIO MULTIMÍDIA COMÉRCIO DE ELETROELETRÔNICOS LTDA EPP,Informática (acessórios e equipamentos)
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Cursos e treinamentos
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Digitalização de textos
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Encadernação de livros/revistas
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Impressão gráfica
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Informática (acessórios e equipamentos)
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Informática (suprimentos)
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Material elétrico
3336,ATIC Tecnologia do Brasil Ltda. - EPP,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Material hidráulico
3336,ATIC Tecnologia do Brasil Ltda. - EPP,"Material para eventos (sacola, caneta, chaveiro e outros)"
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Mobiliário
3336,ATIC Tecnologia do Brasil Ltda. - EPP,Segurança e proteção - EPI
3337,JAMPER COMECIAL LTDA EPP,Carimbos
3337,JAMPER COMECIAL LTDA EPP,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3337,JAMPER COMECIAL LTDA EPP,Copa e cozinha
3337,JAMPER COMECIAL LTDA EPP,Eletrodomésticos
3337,JAMPER COMECIAL LTDA EPP,Ferragens e ferramentas
3337,JAMPER COMECIAL LTDA EPP,Limpeza e higiene
3337,JAMPER COMECIAL LTDA EPP,Madeiras
3337,JAMPER COMECIAL LTDA EPP,Materiais e equipamentos para movimentação de carga
3337,JAMPER COMECIAL LTDA EPP,Material de escritório e desenho (papelaria)
3337,JAMPER COMECIAL LTDA EPP,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3337,JAMPER COMECIAL LTDA EPP,Material e equipamento gráfico
3337,JAMPER COMECIAL LTDA EPP,"Material para eventos (sacola, caneta, chaveiro e outros)"
3337,JAMPER COMECIAL LTDA EPP,Médico-hospitalar
3337,JAMPER COMECIAL LTDA EPP,Segurança e proteção
3337,JAMPER COMECIAL LTDA EPP,Segurança e proteção - EPI
3338,Atelier Luiz Fernando Machado Ltda,Encadernação de livros/revistas
3338,Atelier Luiz Fernando Machado Ltda,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3338,Atelier Luiz Fernando Machado Ltda,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3338,Atelier Luiz Fernando Machado Ltda,Papéis e cartões
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Audiovisual
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Carimbos
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Copa e cozinha
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Encadernação de livros/revistas
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Ferragens e ferramentas
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Gêneros alimentícios
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Impressão gráfica
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Informática (acessórios e equipamentos)
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Informática (softwares)
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Informática (suprimentos)
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Livros
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Materiais e equipamentos para movimentação de carga
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Material de escritório e desenho (papelaria)
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Material e equipamento de laboratório
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Material e equipamento gráfico
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Material elétrico
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Material hidráulico
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Médico-hospitalar
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Mobiliário (móveis de aço)
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Papéis e cartões
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Segurança e proteção - EPI
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3339,LISBECKH PAPELARIA E SERV. GRFICOS LTDA ME,Telecomunicações
3340,CONCORRE COMERCIO LTDA,Audiovisual
3340,CONCORRE COMERCIO LTDA,Ferragens e ferramentas
3340,CONCORRE COMERCIO LTDA,Madeiras
3340,CONCORRE COMERCIO LTDA,Materiais e equipamentos para movimentação de carga
3340,CONCORRE COMERCIO LTDA,Material e equipamento de laboratório
3340,CONCORRE COMERCIO LTDA,Material e equipamento gráfico
3340,CONCORRE COMERCIO LTDA,Material elétrico
3340,CONCORRE COMERCIO LTDA,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3340,CONCORRE COMERCIO LTDA,Material hidráulico
3340,CONCORRE COMERCIO LTDA,Material para construção
3340,CONCORRE COMERCIO LTDA,Obras e serviços na construção civil
3341,TRIXMAQ EIRELI ME,Audiovisual
3341,TRIXMAQ EIRELI ME,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3341,TRIXMAQ EIRELI ME,Ferragens e ferramentas
3341,TRIXMAQ EIRELI ME,Madeiras
3341,TRIXMAQ EIRELI ME,Materiais e equipamentos para movimentação de carga
3341,TRIXMAQ EIRELI ME,Material e equipamento de laboratório
3341,TRIXMAQ EIRELI ME,Material e equipamento gráfico
3341,TRIXMAQ EIRELI ME,Material elétrico
3341,TRIXMAQ EIRELI ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3341,TRIXMAQ EIRELI ME,Material hidráulico
3341,TRIXMAQ EIRELI ME,Material para construção
3341,TRIXMAQ EIRELI ME,Obras e serviços na construção civil
3342,Artes Promoções Graficas e Assessoria Ltda,Impressão gráfica
3342,Artes Promoções Graficas e Assessoria Ltda,"Material para eventos (sacola, caneta, chaveiro e outros)"
3342,Artes Promoções Graficas e Assessoria Ltda,Papéis e cartões
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Ferragens e ferramentas
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Informática (acessórios e equipamentos)
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Informática (softwares)
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Informática (suprimentos)
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Material e equipamento de laboratório
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Médico-hospitalar
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Produtos químicos
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Segurança e proteção
3343,FERNANDO ANTÔNIO MADEIRA MATERIAIS E EQUIPAMENTOS CIENTÍFICOS LTDA.,Segurança e proteção - EPI
3344,MAX COMÉRCIO E INDUSTRIA DE PRODUTOS EDUCACIONAIS LTDA,Materiais e equipamentos para movimentação de carga
3344,MAX COMÉRCIO E INDUSTRIA DE PRODUTOS EDUCACIONAIS LTDA,Material e equipamento de laboratório
3344,MAX COMÉRCIO E INDUSTRIA DE PRODUTOS EDUCACIONAIS LTDA,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3344,MAX COMÉRCIO E INDUSTRIA DE PRODUTOS EDUCACIONAIS LTDA,Serviço de revisão de textos acadêmicos
3345,All Work Comercial Eireli Epp,Eletrodomésticos
3345,All Work Comercial Eireli Epp,Elevadores
3345,All Work Comercial Eireli Epp,Encadernação de livros/revistas
3345,All Work Comercial Eireli Epp,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3345,All Work Comercial Eireli Epp,Ferragens e ferramentas
3345,All Work Comercial Eireli Epp,Informática (acessórios e equipamentos)
3345,All Work Comercial Eireli Epp,Materiais e equipamentos para movimentação de carga
3345,All Work Comercial Eireli Epp,Material e equipamento de laboratório
3345,All Work Comercial Eireli Epp,Material e equipamento gráfico
3345,All Work Comercial Eireli Epp,Mobiliário
3345,All Work Comercial Eireli Epp,Mobiliário (móveis de aço)
3345,All Work Comercial Eireli Epp,Refrigeração
3346,Pro Art Encadernações Ltda. -ME,Encadernação de livros/revistas
3347,Quathor Comércio E Serviços em Comunicação Eirelli Epp,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3347,Quathor Comércio E Serviços em Comunicação Eirelli Epp,Copa e cozinha
3347,Quathor Comércio E Serviços em Comunicação Eirelli Epp,Vidraçaria
3348,WM Brasil Serviços Litograficos Ltda,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3348,WM Brasil Serviços Litograficos Ltda,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3348,WM Brasil Serviços Litograficos Ltda,Informática (suprimentos)
3348,WM Brasil Serviços Litograficos Ltda,Segurança e proteção
3349,"ALKAHEST COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS CIENTÍFICOS LYDA - EPP",Material e equipamento de laboratório
3350,Megacom Comércio e Serviços Eireli,Arquivos deslizantes
3350,Megacom Comércio e Serviços Eireli,Audiovisual
3350,Megacom Comércio e Serviços Eireli,Carimbos
3350,Megacom Comércio e Serviços Eireli,Chaveiro
3350,Megacom Comércio e Serviços Eireli,"Combustíveis, gases e lubrificantes"
3350,Megacom Comércio e Serviços Eireli,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3350,Megacom Comércio e Serviços Eireli,Copa e cozinha
3350,Megacom Comércio e Serviços Eireli,"Dedetização, desratização, desinsetização e outros serviços do gênero"
3350,Megacom Comércio e Serviços Eireli,Eletrodomésticos
3350,Megacom Comércio e Serviços Eireli,Elevadores
3350,Megacom Comércio e Serviços Eireli,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3350,Megacom Comércio e Serviços Eireli,Ferragens e ferramentas
3350,Megacom Comércio e Serviços Eireli,Impressão gráfica
3350,Megacom Comércio e Serviços Eireli,Informática (acessórios e equipamentos)
3350,Megacom Comércio e Serviços Eireli,Informática (suprimentos)
3350,Megacom Comércio e Serviços Eireli,Limpeza e higiene
3350,Megacom Comércio e Serviços Eireli,Madeiras
3350,Megacom Comércio e Serviços Eireli,Materiais e equipamentos para movimentação de carga
3350,Megacom Comércio e Serviços Eireli,Material de escritório e desenho (papelaria)
3350,Megacom Comércio e Serviços Eireli,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3350,Megacom Comércio e Serviços Eireli,Material e equipamento de laboratório
3350,Megacom Comércio e Serviços Eireli,Material e equipamento gráfico
3350,Megacom Comércio e Serviços Eireli,Material elétrico
3350,Megacom Comércio e Serviços Eireli,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3350,Megacom Comércio e Serviços Eireli,Material hidráulico
3350,Megacom Comércio e Serviços Eireli,Material para construção
3350,Megacom Comércio e Serviços Eireli,"Material para eventos (sacola, caneta, chaveiro e outros)"
3350,Megacom Comércio e Serviços Eireli,Material para pintura
3350,Megacom Comércio e Serviços Eireli,Médico-hospitalar
3350,Megacom Comércio e Serviços Eireli,Mobiliário
3350,Megacom Comércio e Serviços Eireli,Mobiliário (móveis de aço)
3350,Megacom Comércio e Serviços Eireli,Obras e serviços na construção civil
3350,Megacom Comércio e Serviços Eireli,Papéis e cartões
3350,Megacom Comércio e Serviços Eireli,"Plantas, mudas e insumos"
3350,Megacom Comércio e Serviços Eireli,Produtos químicos
3350,Megacom Comércio e Serviços Eireli,Refrigeração
3350,Megacom Comércio e Serviços Eireli,Segurança e proteção - EPI
3350,Megacom Comércio e Serviços Eireli,Serviço de marcenaria
3350,Megacom Comércio e Serviços Eireli,Serviço de serralheria
3350,Megacom Comércio e Serviços Eireli,Serviço gráfico (afiação de faca gráfica)
3350,Megacom Comércio e Serviços Eireli,"Suprimentos gráficos (chapa offset, tinta offset, restaurador de blanqueta etc.)"
3350,Megacom Comércio e Serviços Eireli,Tapeçaria e decoração
3350,Megacom Comércio e Serviços Eireli,Uniformes
3350,Megacom Comércio e Serviços Eireli,Vidraçaria
3351,ALPESO INDUTRIA E COMERCIO DE PROTOTIPOS LTDA,Informática (acessórios e equipamentos)
3351,ALPESO INDUTRIA E COMERCIO DE PROTOTIPOS LTDA,Informática (softwares)
3351,ALPESO INDUTRIA E COMERCIO DE PROTOTIPOS LTDA,Informática (suprimentos)
3351,ALPESO INDUTRIA E COMERCIO DE PROTOTIPOS LTDA,Material e equipamento de laboratório
3353,Master Comercio de Equipamento Eireli Epp,Eletrodomésticos
3353,Master Comercio de Equipamento Eireli Epp,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3353,Master Comercio de Equipamento Eireli Epp,Ferragens e ferramentas
3353,Master Comercio de Equipamento Eireli Epp,Informática (acessórios e equipamentos)
3353,Master Comercio de Equipamento Eireli Epp,Mobiliário
3353,Master Comercio de Equipamento Eireli Epp,Mobiliário (móveis de aço)
3353,Master Comercio de Equipamento Eireli Epp,Refrigeração
3354,RBF Distribuidora e Serviços Ltda ME,Audiovisual
3354,RBF Distribuidora e Serviços Ltda ME,Carimbos
3354,RBF Distribuidora e Serviços Ltda ME,"Combustíveis, gases e lubrificantes"
3354,RBF Distribuidora e Serviços Ltda ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3354,RBF Distribuidora e Serviços Ltda ME,Copa e cozinha
3354,RBF Distribuidora e Serviços Ltda ME,Eletrodomésticos
3354,RBF Distribuidora e Serviços Ltda ME,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3354,RBF Distribuidora e Serviços Ltda ME,Ferragens e ferramentas
3354,RBF Distribuidora e Serviços Ltda ME,Gêneros alimentícios
3354,RBF Distribuidora e Serviços Ltda ME,Informática (acessórios e equipamentos)
3354,RBF Distribuidora e Serviços Ltda ME,Informática (softwares)
3354,RBF Distribuidora e Serviços Ltda ME,Informática (suprimentos)
3354,RBF Distribuidora e Serviços Ltda ME,Limpeza e higiene
3354,RBF Distribuidora e Serviços Ltda ME,Livros
3354,RBF Distribuidora e Serviços Ltda ME,Madeiras
3354,RBF Distribuidora e Serviços Ltda ME,Materiais e equipamentos para movimentação de carga
3354,RBF Distribuidora e Serviços Ltda ME,Material de escritório e desenho (papelaria)
3354,RBF Distribuidora e Serviços Ltda ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3354,RBF Distribuidora e Serviços Ltda ME,Material e equipamento de laboratório
3354,RBF Distribuidora e Serviços Ltda ME,Material e equipamento gráfico
3354,RBF Distribuidora e Serviços Ltda ME,Material elétrico
3354,RBF Distribuidora e Serviços Ltda ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3354,RBF Distribuidora e Serviços Ltda ME,Material hidráulico
3354,RBF Distribuidora e Serviços Ltda ME,Material para construção
3354,RBF Distribuidora e Serviços Ltda ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3354,RBF Distribuidora e Serviços Ltda ME,Material para pintura
3354,RBF Distribuidora e Serviços Ltda ME,Mobiliário
3354,RBF Distribuidora e Serviços Ltda ME,Mobiliário (móveis de aço)
3354,RBF Distribuidora e Serviços Ltda ME,Papéis e cartões
3354,RBF Distribuidora e Serviços Ltda ME,"Plantas, mudas e insumos"
3354,RBF Distribuidora e Serviços Ltda ME,Produtos químicos
3354,RBF Distribuidora e Serviços Ltda ME,Refrigeração
3354,RBF Distribuidora e Serviços Ltda ME,Segurança e proteção
3354,RBF Distribuidora e Serviços Ltda ME,Segurança e proteção - EPI
3354,RBF Distribuidora e Serviços Ltda ME,Tapeçaria e decoração
3354,RBF Distribuidora e Serviços Ltda ME,Telecomunicações
3354,RBF Distribuidora e Serviços Ltda ME,Tradução de textos
3354,RBF Distribuidora e Serviços Ltda ME,Tradução simultânea
3354,RBF Distribuidora e Serviços Ltda ME,Uniformes
3354,RBF Distribuidora e Serviços Ltda ME,Veículos (peças e acessórios)
3354,RBF Distribuidora e Serviços Ltda ME,Vidraçaria
3357,JOMS BRASIL COMÉRCIO LTDA. ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Digitalização de textos
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Encadernação de livros/revistas
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Impressão gráfica
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Informática (suprimentos)
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Livros
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Material de escritório e desenho (papelaria)
3357,JOMS BRASIL COMÉRCIO LTDA. ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Papéis e cartões
3357,JOMS BRASIL COMÉRCIO LTDA. ME,Uniformes
3360,USE MÓVEIS PARA ESCRITÓRIO LTDA,Mobiliário
3361,Fabio de Araujo Duraes Me,Transportes
3363,Zafira Materiais Eletricios Ltda Epp,Ferragens e ferramentas
3363,Zafira Materiais Eletricios Ltda Epp,Materiais e equipamentos para movimentação de carga
3363,Zafira Materiais Eletricios Ltda Epp,Material elétrico
3363,Zafira Materiais Eletricios Ltda Epp,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3363,Zafira Materiais Eletricios Ltda Epp,Material hidráulico
3363,Zafira Materiais Eletricios Ltda Epp,Material para construção
3363,Zafira Materiais Eletricios Ltda Epp,Material para pintura
3363,Zafira Materiais Eletricios Ltda Epp,Segurança e proteção - EPI
3364,FMR Giaquinto Importação e Exportação,Ferragens e ferramentas
3364,FMR Giaquinto Importação e Exportação,Informática (acessórios e equipamentos)
3364,FMR Giaquinto Importação e Exportação,Materiais e equipamentos para movimentação de carga
3364,FMR Giaquinto Importação e Exportação,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3364,FMR Giaquinto Importação e Exportação,Material elétrico
3364,FMR Giaquinto Importação e Exportação,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3364,FMR Giaquinto Importação e Exportação,Material hidráulico
3364,FMR Giaquinto Importação e Exportação,Material para construção
3364,FMR Giaquinto Importação e Exportação,Material para pintura
3364,FMR Giaquinto Importação e Exportação,Segurança e proteção - EPI
3368,ELETRICA COMERCIAL ANDRA LTDA,Material elétrico
3370,CAPRICORNIO COM. DE EQUIPAMENTOS ELETRICOS LTDA,Material elétrico
3375,AGNS Gráfica & Editora Ltda EPP,Impressão gráfica
3377,josue carneiro rodrigues,Refrigeração
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Audiovisual
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Eletrodomésticos
3380,"SALES COMERCIAL,SERVIÇOS E DECORAÇÃO LTDA-ME",Madeiras
