nid,title,ramo
2988,GALDINO COMERCIAL LTDA-ME,Limpeza e higiene
2988,GALDINO COMERCIAL LTDA-ME,Livros
2988,GALDINO COMERCIAL LTDA-ME,Madeiras
2988,GALDINO COMERCIAL LTDA-ME,Materiais e equipamentos para movimentação de carga
2988,GALDINO COMERCIAL LTDA-ME,Material de escritório e desenho (papelaria)
2988,GALDINO COMERCIAL LTDA-ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
2988,GALDINO COMERCIAL LTDA-ME,Material e equipamento de laboratório
2988,GALDINO COMERCIAL LTDA-ME,Material e equipamento gráfico
2988,GALDINO COMERCIAL LTDA-ME,Material elétrico
2988,GALDINO COMERCIAL LTDA-ME,Material hidráulico
2988,GALDINO COMERCIAL LTDA-ME,Material para construção
2988,GALDINO COMERCIAL LTDA-ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
2988,GALDINO COMERCIAL LTDA-ME,Material para pintura
2988,GALDINO COMERCIAL LTDA-ME,Médico-hospitalar
2988,GALDINO COMERCIAL LTDA-ME,Mobiliário
2988,GALDINO COMERCIAL LTDA-ME,Papéis e cartões
2988,GALDINO COMERCIAL LTDA-ME,"Plantas, mudas e insumos"
2988,GALDINO COMERCIAL LTDA-ME,Produtos químicos
2988,GALDINO COMERCIAL LTDA-ME,Refrigeração
2988,GALDINO COMERCIAL LTDA-ME,Tapeçaria e decoração
2988,GALDINO COMERCIAL LTDA-ME,Telecomunicações
2988,GALDINO COMERCIAL LTDA-ME,Uniformes
2988,GALDINO COMERCIAL LTDA-ME,Veículos (peças e acessórios)
2988,GALDINO COMERCIAL LTDA-ME,Vidraçaria
2989,Fixopar Com. de Parafusos e Ferramentas Ltda,Ferragens e ferramentas
2989,Fixopar Com. de Parafusos e Ferramentas Ltda,Materiais e equipamentos para movimentação de carga
2989,Fixopar Com. de Parafusos e Ferramentas Ltda,Material para construção
2990,Catia Regina de Oliveira Albuquerque,Organização de eventos e buffet
2991,Christina Rostworowski da Costa - ME,Tradução de textos
2991,Christina Rostworowski da Costa - ME,Tradução simultânea
2993,TAPAYUNA COMÉRCIO DE MADEIRAS LTDA,Madeiras
2994,LINEN CONFECCOES LTDA,Uniformes
2995,Viação Camilo Ltda - ME,Transportes
2996,Bureau Idiomas Ltda,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
2996,Bureau Idiomas Ltda,Cursos e treinamentos
2996,Bureau Idiomas Ltda,Impressão gráfica
2996,Bureau Idiomas Ltda,Telecomunicações
2996,Bureau Idiomas Ltda,Tradução de textos
2996,Bureau Idiomas Ltda,Tradução simultânea
2998,FELTROS BANDEIRA IND. E COM. LTDA,Tapeçaria e decoração
3001,Norio Aparecido Fujie 13008606857,Refrigeração
3005,COMÉRCIO DE EQUIP. P/ ESCRITÓRIO LTDA,Encadernação de livros/revistas
3005,COMÉRCIO DE EQUIP. P/ ESCRITÓRIO LTDA,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3006,VITORIA VENTILADORES LTDA ME,Eletrodomésticos
3006,VITORIA VENTILADORES LTDA ME,Elevadores
3006,VITORIA VENTILADORES LTDA ME,Ferragens e ferramentas
3006,VITORIA VENTILADORES LTDA ME,Informática (acessórios e equipamentos)
3006,VITORIA VENTILADORES LTDA ME,Material hidráulico
3006,VITORIA VENTILADORES LTDA ME,Refrigeração
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Copa e cozinha
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,"Equipamentos e produtos para Biblioteca (itens para conservação, restauração, encadernação, detecção magnética e outros)"
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Gêneros alimentícios
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Informática (acessórios e equipamentos)
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Informática (suprimentos)
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Limpeza e higiene
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Livros
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Material de escritório e desenho (papelaria)
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3009,TEBEL PRODUTOS DESCARTÁVEIS E LIMPEZA LTDA-ME,Papéis e cartões
3011,BELL PORT IMPORTAÇÃO E COMERCIO DE INFORMARTICA LTDA,Informática (acessórios e equipamentos)
3011,BELL PORT IMPORTAÇÃO E COMERCIO DE INFORMARTICA LTDA,Informática (softwares)
3011,BELL PORT IMPORTAÇÃO E COMERCIO DE INFORMARTICA LTDA,Informática (suprimentos)
3011,BELL PORT IMPORTAÇÃO E COMERCIO DE INFORMARTICA LTDA,Material de escritório e desenho (papelaria)
3016,NOVO CONCEITO MOVEIS  COMERCIO E REPRESENTAÇÃO LTDA- ME,Mobiliário
3017,SOMMER COMERCIAL E INFORMATICA LTDA,Informática (acessórios e equipamentos)
3020,Sulcel Confecções e Comércio de Brindes Ltda,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3020,Sulcel Confecções e Comércio de Brindes Ltda,Impressão gráfica
3020,Sulcel Confecções e Comércio de Brindes Ltda,Material de escritório e desenho (papelaria)
3020,Sulcel Confecções e Comércio de Brindes Ltda,"Material para eventos (sacola, caneta, chaveiro e outros)"
3020,Sulcel Confecções e Comércio de Brindes Ltda,Organização de eventos e buffet
3020,Sulcel Confecções e Comércio de Brindes Ltda,Uniformes
3021,Select Comercial Ltda ME,Informática (acessórios e equipamentos)
3021,Select Comercial Ltda ME,Informática (softwares)
3021,Select Comercial Ltda ME,Informática (suprimentos)
3021,Select Comercial Ltda ME,Material elétrico
3022,Martec - Produtos e Tecnologia em limpeza Ltda - EPP,Copa e cozinha
3022,Martec - Produtos e Tecnologia em limpeza Ltda - EPP,Cursos e treinamentos
3022,Martec - Produtos e Tecnologia em limpeza Ltda - EPP,Limpeza e higiene
3022,Martec - Produtos e Tecnologia em limpeza Ltda - EPP,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3022,Martec - Produtos e Tecnologia em limpeza Ltda - EPP,"Material para eventos (sacola, caneta, chaveiro e outros)"
3022,Martec - Produtos e Tecnologia em limpeza Ltda - EPP,Produtos químicos
3022,Martec - Produtos e Tecnologia em limpeza Ltda - EPP,Segurança e proteção - EPI
3023,FERMAZI COMERCIAL DE FERRAGENS LTDA,Ferragens e ferramentas
3023,FERMAZI COMERCIAL DE FERRAGENS LTDA,Material elétrico
3023,FERMAZI COMERCIAL DE FERRAGENS LTDA,Material hidráulico
3023,FERMAZI COMERCIAL DE FERRAGENS LTDA,Material para construção
3023,FERMAZI COMERCIAL DE FERRAGENS LTDA,Material para pintura
3023,FERMAZI COMERCIAL DE FERRAGENS LTDA,Segurança e proteção - EPI
3024,NOVO CONCEITO MOVEIS COMERCIO E REPRESENTAÇÃO LTDA - EPP,Mobiliário
3211,EQUIPA MAQUINAS E UTENSILIOS PARA ESCRITORIOS LTDA,Informática (acessórios e equipamentos)
3211,EQUIPA MAQUINAS E UTENSILIOS PARA ESCRITORIOS LTDA,Informática (suprimentos)
3211,EQUIPA MAQUINAS E UTENSILIOS PARA ESCRITORIOS LTDA,Mobiliário
3027,José Saes Junior ME,Obras e serviços na construção civil
3028,AD DE OLIVEIRA INSTALAÇÕES - ME,Obras e serviços na construção civil
3028,AD DE OLIVEIRA INSTALAÇÕES - ME,Telecomunicações
3030,IHD de Almeida EPP,Mobiliário
3031,Casa Vânia Comercio de Vidros Planos Ltda - EPP,Vidraçaria
3352,XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA,Carimbos
3352,XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA,Chaveiro
3352,XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3352,XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA,Encadernação de livros/revistas
3352,XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA,Impressão gráfica
3352,XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA,"Material para eventos (sacola, caneta, chaveiro e outros)"
3352,XBRINDES COMÉRCIO DE IMPORTAÇÃO E EXPORTAÇÃO LTDA,Papéis e cartões
3033,MARCELI PEREIRA SEGUNDO NE,Copa e cozinha
3033,MARCELI PEREIRA SEGUNDO NE,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3033,MARCELI PEREIRA SEGUNDO NE,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3034,BRASLAB MOBILIÁRIOS E EQUIPAMENTOSP/ LABORATÓRIOS LTDA - EPP,Material e equipamento de laboratório
3040,CIDADE JARDIM DESIGNER LTDA.,Mobiliário
3043,AA SERVIÇOS DE INFORMAÇÃO E APOIO ADMINISTRATIVO,Digitalização de textos
3043,AA SERVIÇOS DE INFORMAÇÃO E APOIO ADMINISTRATIVO,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3043,AA SERVIÇOS DE INFORMAÇÃO E APOIO ADMINISTRATIVO,Informática (softwares)
3044,CRISTIANO ALVES CORREA,Audiovisual
3044,CRISTIANO ALVES CORREA,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3044,CRISTIANO ALVES CORREA,Organização de eventos e buffet
3044,CRISTIANO ALVES CORREA,Serviço de áudio e vídeo
3047,SALES EQUIPAMENTOS DE PRODUTOS DE HIGIENE PROFISSIONAL LTDA,Copa e cozinha
3047,SALES EQUIPAMENTOS DE PRODUTOS DE HIGIENE PROFISSIONAL LTDA,Limpeza e higiene
3047,SALES EQUIPAMENTOS DE PRODUTOS DE HIGIENE PROFISSIONAL LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3047,SALES EQUIPAMENTOS DE PRODUTOS DE HIGIENE PROFISSIONAL LTDA,Produtos químicos
3048,Future Solutions Ltda.,Eletrodomésticos
3048,Future Solutions Ltda.,Ferragens e ferramentas
3048,Future Solutions Ltda.,Informática (acessórios e equipamentos)
3048,Future Solutions Ltda.,Informática (softwares)
3048,Future Solutions Ltda.,Informática (suprimentos)
3048,Future Solutions Ltda.,Limpeza e higiene
3048,Future Solutions Ltda.,Material de escritório e desenho (papelaria)
3048,Future Solutions Ltda.,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3048,Future Solutions Ltda.,Material elétrico
3048,Future Solutions Ltda.,Material hidráulico
3048,Future Solutions Ltda.,Material para construção
3048,Future Solutions Ltda.,Material para pintura
3048,Future Solutions Ltda.,Papéis e cartões
3048,Future Solutions Ltda.,Refrigeração
3048,Future Solutions Ltda.,Segurança e proteção - EPI
3048,Future Solutions Ltda.,Telecomunicações
3053,Valmir Rodrigues Materiais de Escritório-me,Audiovisual
3053,Valmir Rodrigues Materiais de Escritório-me,Eletrodomésticos
3053,Valmir Rodrigues Materiais de Escritório-me,Ferragens e ferramentas
3053,Valmir Rodrigues Materiais de Escritório-me,Materiais e equipamentos para movimentação de carga
3053,Valmir Rodrigues Materiais de Escritório-me,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3053,Valmir Rodrigues Materiais de Escritório-me,Material elétrico
3053,Valmir Rodrigues Materiais de Escritório-me,Material para pintura
3053,Valmir Rodrigues Materiais de Escritório-me,Mobiliário
3053,Valmir Rodrigues Materiais de Escritório-me,Refrigeração
3053,Valmir Rodrigues Materiais de Escritório-me,Uniformes
3983,João Felipe F. Pinheiro,Informática (suprimentos)
3187,IT LINE COMERCIO E SERVICOS DE INFORMATICA LTDA,Informática (acessórios e equipamentos)
3187,IT LINE COMERCIO E SERVICOS DE INFORMATICA LTDA,Informática (softwares)
3187,IT LINE COMERCIO E SERVICOS DE INFORMATICA LTDA,Informática (suprimentos)
3188,Mad Mais Comercial de Madeiras Ltda,Ferragens e ferramentas
3188,Mad Mais Comercial de Madeiras Ltda,Madeiras
3221,jefferson l rodrigues magazine epp,Copa e cozinha
3221,jefferson l rodrigues magazine epp,Eletrodomésticos
3221,jefferson l rodrigues magazine epp,Informática (acessórios e equipamentos)
3221,jefferson l rodrigues magazine epp,Informática (softwares)
3221,jefferson l rodrigues magazine epp,Informática (suprimentos)
3221,jefferson l rodrigues magazine epp,Madeiras
3221,jefferson l rodrigues magazine epp,Material de escritório e desenho (papelaria)
3221,jefferson l rodrigues magazine epp,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3221,jefferson l rodrigues magazine epp,Material elétrico
3221,jefferson l rodrigues magazine epp,Material hidráulico
3221,jefferson l rodrigues magazine epp,Material para construção
3221,jefferson l rodrigues magazine epp,"Material para eventos (sacola, caneta, chaveiro e outros)"
3221,jefferson l rodrigues magazine epp,Material para pintura
3221,jefferson l rodrigues magazine epp,Mobiliário
3221,jefferson l rodrigues magazine epp,Mobiliário (móveis de aço)
3221,jefferson l rodrigues magazine epp,Obras e serviços na construção civil
3221,jefferson l rodrigues magazine epp,Refrigeração
3221,jefferson l rodrigues magazine epp,Telecomunicações
3221,jefferson l rodrigues magazine epp,Uniformes
3221,jefferson l rodrigues magazine epp,Veículos (peças e acessórios)
3218,"Codiform Divisórias, Forros e  Móveis  Ltda",Mobiliário
3218,"Codiform Divisórias, Forros e  Móveis  Ltda",Serviço de marcenaria
3220,A F MOTA CARNEIRO ME,Ferragens e ferramentas
3220,A F MOTA CARNEIRO ME,Madeiras
3220,A F MOTA CARNEIRO ME,Material elétrico
3220,A F MOTA CARNEIRO ME,Material hidráulico
3220,A F MOTA CARNEIRO ME,Material para construção
3220,A F MOTA CARNEIRO ME,Material para pintura
3061,SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA,Copa e cozinha
3061,SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA,Gêneros alimentícios
3061,SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA,Material de escritório e desenho (papelaria)
3061,SALES EQUIPAMENTOS E PRODUTOS DE HIGIENE PROFISSIONAL LTDA,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3063,Jrr Ferragens e Ferramentas,Ferragens e ferramentas
3063,Jrr Ferragens e Ferramentas,Madeiras
3063,Jrr Ferragens e Ferramentas,Material elétrico
3063,Jrr Ferragens e Ferramentas,Material hidráulico
3063,Jrr Ferragens e Ferramentas,Material para pintura
3063,Jrr Ferragens e Ferramentas,Segurança e proteção
3063,Jrr Ferragens e Ferramentas,Segurança e proteção - EPI
3066,BB Suprimentos para Escritório e Informática Ltda ME,Mobiliário
3067,YPE SHOPPING DAS TINTAS LTDA.,Material para pintura
3068,Múltipla  Suprimentos para Escritório Ltda.,Informática (suprimentos)
3068,Múltipla  Suprimentos para Escritório Ltda.,Limpeza e higiene
3068,Múltipla  Suprimentos para Escritório Ltda.,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3069,mdata materiais p/teleinformatica ltda.me,Informática (suprimentos)
3069,mdata materiais p/teleinformatica ltda.me,Limpeza e higiene
3069,mdata materiais p/teleinformatica ltda.me,Material de escritório e desenho (papelaria)
3069,mdata materiais p/teleinformatica ltda.me,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3069,mdata materiais p/teleinformatica ltda.me,Papéis e cartões
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Chaveiro
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,"Combustíveis, gases e lubrificantes"
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,"Comunicação visual (banners, faixas, sinalização e placas de identificação)"
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Copa e cozinha
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Eletrodomésticos
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Informática (acessórios e equipamentos)
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Informática (softwares)
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Informática (suprimentos)
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Limpeza e higiene
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Material de escritório e desenho (papelaria)
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Material elétrico
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Material hidráulico
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Material para construção
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,"Material para eventos (sacola, caneta, chaveiro e outros)"
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Material para pintura
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Mobiliário
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Papéis e cartões
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Segurança e proteção - EPI
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Tapeçaria e decoração
3070,GR CLIMATIZAÇÃO E SERVIÇOS LTDA ME,Uniformes
3072,LIVRARIA D´GONÇALVES LTDA,Livros
3074,B&P Doc Solution,Digitalização de textos
3076,Gbex Comercial Ltda,Material e equipamento gráfico
3077,Drimar Comercial Ltda,Material e equipamento gráfico
3079,ANTRÓPICA RESTAURAÇÃO LTDA ME,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3079,ANTRÓPICA RESTAURAÇÃO LTDA ME,Serviço de áudio e vídeo
3081,TECHNOS PUBLICACOES LTDA - ME,Jornais e revistas
3081,TECHNOS PUBLICACOES LTDA - ME,Livros
3082,COMERCIAL ELETRICA MODOLLO LTDA,Ferragens e ferramentas
3082,COMERCIAL ELETRICA MODOLLO LTDA,Material elétrico
3082,COMERCIAL ELETRICA MODOLLO LTDA,Material hidráulico
3082,COMERCIAL ELETRICA MODOLLO LTDA,Material para construção
3082,COMERCIAL ELETRICA MODOLLO LTDA,Material para pintura
3084,Grainger Brasil Comercio e Distribuição Ltda,Ferragens e ferramentas
3084,Grainger Brasil Comercio e Distribuição Ltda,Material elétrico
3084,Grainger Brasil Comercio e Distribuição Ltda,Material hidráulico
3084,Grainger Brasil Comercio e Distribuição Ltda,Material para construção
3084,Grainger Brasil Comercio e Distribuição Ltda,Material para pintura
3084,Grainger Brasil Comercio e Distribuição Ltda,Segurança e proteção
3084,Grainger Brasil Comercio e Distribuição Ltda,Segurança e proteção - EPI
3084,Grainger Brasil Comercio e Distribuição Ltda,Serviço de áudio e vídeo
3085,Energy Laser Som e Filmagem Ltda. - ME,Digitalização de textos
3085,Energy Laser Som e Filmagem Ltda. - ME,"Higienização e restauração de acervo (livros, documentos, slides, microfilmes e outros) "
3085,Energy Laser Som e Filmagem Ltda. - ME,Serviço de áudio e vídeo
3085,Energy Laser Som e Filmagem Ltda. - ME,Tradução de textos
3086,Master Dez Comercio de Produtos de Higiene e Descartáveis Ltda - ME,Audiovisual
3086,Master Dez Comercio de Produtos de Higiene e Descartáveis Ltda - ME,Copa e cozinha
3086,Master Dez Comercio de Produtos de Higiene e Descartáveis Ltda - ME,Eletrodomésticos
3086,Master Dez Comercio de Produtos de Higiene e Descartáveis Ltda - ME,Gêneros alimentícios
3086,Master Dez Comercio de Produtos de Higiene e Descartáveis Ltda - ME,Limpeza e higiene
3086,Master Dez Comercio de Produtos de Higiene e Descartáveis Ltda - ME,Material de escritório e desenho (papelaria)
3086,Master Dez Comercio de Produtos de Higiene e Descartáveis Ltda - ME,"Material descartável (copo, guardanapo, papel toalha, papel higiênico e outros)"
3088,IPSL Comércio Importação e Exportação de Papéis LTDA,Papéis e cartões
3089,COMERCIAL DE CAFÉ E AÇÚCAR FERRANTE LTDA-ME,Gêneros alimentícios
3090,W Jet Comercial Ltda,Informática (acessórios e equipamentos)
3090,W Jet Comercial Ltda,Informática (softwares)
3090,W Jet Comercial Ltda,Informática (suprimentos)
3090,W Jet Comercial Ltda,Material elétrico
3090,W Jet Comercial Ltda,Telecomunicações
3666,ALINE NICACIO - ME,Eletrodomésticos
3666,ALINE NICACIO - ME,Ferragens e ferramentas
3666,ALINE NICACIO - ME,Informática (acessórios e equipamentos)
3666,ALINE NICACIO - ME,Informática (suprimentos)
3666,ALINE NICACIO - ME,Madeiras
3666,ALINE NICACIO - ME,Material elétrico
3666,ALINE NICACIO - ME,"Material eletrônico (pilhas, baterias, componentes eletrônicos e outros)"
3666,ALINE NICACIO - ME,Material hidráulico
3666,ALINE NICACIO - ME,Material para construção
3666,ALINE NICACIO - ME,Material para pintura
3666,ALINE NICACIO - ME,Segurança e proteção - EPI
3437,ADVANCED RESELLER COMERCIO E SERVICOS DE TECNOLOGIA LTDA - EPP,Informática (acessórios e equipamentos)
